model,task_idx,task_name,row_index,token,shap_value,abs_shap_value
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
multi_task_transformer,1,Q2_harmful,4,[''],0.004457746748812497,0.004457746748812497
