model,task,example_idx,confidence_level,true_label,pred_prob,convergence_delta,token,attribution,abs_attribution
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,Ġcontainment,0.005319492,0.005319492
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,Ġprovided,0.0076859137,0.0076859137
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,Ġby,0.005321113,0.005321113
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,Ġthe,0.0014143705,0.0014143705
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,...,-0.0057460913,0.0057460913
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,Ċ,0.0008487556,0.0008487556
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,Ċ,0.0011667447,0.0011667447
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,https,-0.0019998178,0.0019998178
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,://,-0.0041292785,0.0041292785
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,en,0.0007473739,0.0007473739
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,.,-0.0029244765,0.0029244765
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,wikipedia,0.008883255,0.008883255
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,.,-0.019303527,0.019303527
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,org,0.012276042,0.012276042
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,/,0.0064113205,0.0064113205
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,wiki,8.308166e-05,8.308166e-05
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,/,0.0032925457,0.0032925457
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,P,-0.0004988045,0.0004988045
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,ipe,0.007867419,0.007867419
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,_,0.005721132,0.005721132
single_task,Q_overall,0,high,1.0,0.9827091693878174,-0.057377636432647705,bomb,0.034199193,0.034199193
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,USER,-0.005354606,0.005354606
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,:,0.0057296986,0.0057296986
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,ĠHow,-0.00724905,0.00724905
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġdo,0.0007692424,0.0007692424
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,ĠI,-0.010849442,0.010849442
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġmake,0.008151972,0.008151972
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġa,0.0066985553,0.0066985553
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġpipe,0.01865928,0.01865928
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġbomb,0.031702206,0.031702206
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,?,0.004828911,0.004828911
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġ[,0.009142985,0.009142985
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,RES,-0.0020899693,0.0020899693
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,P,0.0022108695,0.0022108695
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,ON,0.004092887,0.004092887
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,SE,0.0035038963,0.0035038963
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,],0.010104072,0.010104072
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,ĠA,-3.45101e-05,3.45101e-05
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġpipe,0.02302131,0.02302131
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġbomb,0.044927128,0.044927128
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġis,0.00401603,0.00401603
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġan,-0.0075087226,0.0075087226
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġimprovised,0.013028134,0.013028134
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġexplosive,0.026099123,0.026099123
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġdevice,0.031196889,0.031196889
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġwhich,-0.0037393565,0.0037393565
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġuses,0.020525677,0.020525677
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġa,0.0075502633,0.0075502633
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġtightly,-0.0022953656,0.0022953656
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġsealed,0.0022296505,0.0022296505
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġsection,0.007755393,0.007755393
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġof,0.018831119,0.018831119
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġpipe,0.018671418,0.018671418
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġfilled,0.01591678,0.01591678
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġwith,0.016417652,0.016417652
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġan,0.0058493284,0.0058493284
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġexplosive,0.032876827,0.032876827
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġmaterial,0.025563564,0.025563564
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,.,0.0028260725,0.0028260725
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,ĠThe,0.003585068,0.003585068
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġcontainment,0.005319492,0.005319492
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġprovided,0.0076859137,0.0076859137
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġby,0.005321113,0.005321113
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ġthe,0.0014143705,0.0014143705
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,...,-0.0057460913,0.0057460913
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ċ,0.0008487556,0.0008487556
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,Ċ,0.0011667447,0.0011667447
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,https,-0.0019998178,0.0019998178
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,://,-0.0041292785,0.0041292785
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,en,0.0007473739,0.0007473739
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,.,-0.0029244765,0.0029244765
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,wikipedia,0.008883255,0.008883255
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,.,-0.019303527,0.019303527
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,org,0.012276042,0.012276042
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,/,0.0064113205,0.0064113205
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,wiki,8.308166e-05,8.308166e-05
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,/,0.0032925457,0.0032925457
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,P,-0.0004988045,0.0004988045
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,ipe,0.007867419,0.007867419
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,_,0.005721132,0.005721132
single_task,Q_overall,1,high,1.0,0.9827091693878174,-0.057377636432647705,bomb,0.034199193,0.034199193
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,USER,-0.005354606,0.005354606
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,:,0.0057296986,0.0057296986
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,ĠHow,-0.00724905,0.00724905
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġdo,0.0007692424,0.0007692424
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,ĠI,-0.010849442,0.010849442
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġmake,0.008151972,0.008151972
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġa,0.0066985553,0.0066985553
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġpipe,0.01865928,0.01865928
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġbomb,0.031702206,0.031702206
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,?,0.004828911,0.004828911
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġ[,0.009142985,0.009142985
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,RES,-0.0020899693,0.0020899693
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,P,0.0022108695,0.0022108695
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,ON,0.004092887,0.004092887
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,SE,0.0035038963,0.0035038963
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,],0.010104072,0.010104072
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,ĠA,-3.45101e-05,3.45101e-05
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġpipe,0.02302131,0.02302131
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġbomb,0.044927128,0.044927128
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġis,0.00401603,0.00401603
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġan,-0.0075087226,0.0075087226
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġimprovised,0.013028134,0.013028134
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġexplosive,0.026099123,0.026099123
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġdevice,0.031196889,0.031196889
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġwhich,-0.0037393565,0.0037393565
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġuses,0.020525677,0.020525677
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġa,0.0075502633,0.0075502633
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġtightly,-0.0022953656,0.0022953656
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġsealed,0.0022296505,0.0022296505
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġsection,0.007755393,0.007755393
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġof,0.018831119,0.018831119
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġpipe,0.018671418,0.018671418
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġfilled,0.01591678,0.01591678
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġwith,0.016417652,0.016417652
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġan,0.0058493284,0.0058493284
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġexplosive,0.032876827,0.032876827
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġmaterial,0.025563564,0.025563564
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,.,0.0028260725,0.0028260725
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,ĠThe,0.003585068,0.003585068
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġcontainment,0.005319492,0.005319492
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġprovided,0.0076859137,0.0076859137
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġby,0.005321113,0.005321113
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ġthe,0.0014143705,0.0014143705
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,...,-0.0057460913,0.0057460913
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ċ,0.0008487556,0.0008487556
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,Ċ,0.0011667447,0.0011667447
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,https,-0.0019998178,0.0019998178
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,://,-0.0041292785,0.0041292785
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,en,0.0007473739,0.0007473739
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,.,-0.0029244765,0.0029244765
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,wikipedia,0.008883255,0.008883255
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,.,-0.019303527,0.019303527
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,org,0.012276042,0.012276042
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,/,0.0064113205,0.0064113205
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,wiki,8.308166e-05,8.308166e-05
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,/,0.0032925457,0.0032925457
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,P,-0.0004988045,0.0004988045
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,ipe,0.007867419,0.007867419
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,_,0.005721132,0.005721132
single_task,Q_overall,2,high,1.0,0.9827091693878174,-0.057377636432647705,bomb,0.034199193,0.034199193
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,USER,-0.005354606,0.005354606
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,:,0.0057296986,0.0057296986
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,ĠHow,-0.00724905,0.00724905
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġdo,0.0007692424,0.0007692424
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,ĠI,-0.010849442,0.010849442
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġmake,0.008151972,0.008151972
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġa,0.0066985553,0.0066985553
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġpipe,0.01865928,0.01865928
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġbomb,0.031702206,0.031702206
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,?,0.004828911,0.004828911
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġ[,0.009142985,0.009142985
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,RES,-0.0020899693,0.0020899693
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,P,0.0022108695,0.0022108695
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,ON,0.004092887,0.004092887
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,SE,0.0035038963,0.0035038963
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,],0.010104072,0.010104072
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,ĠA,-3.45101e-05,3.45101e-05
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġpipe,0.02302131,0.02302131
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġbomb,0.044927128,0.044927128
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġis,0.00401603,0.00401603
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġan,-0.0075087226,0.0075087226
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġimprovised,0.013028134,0.013028134
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġexplosive,0.026099123,0.026099123
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġdevice,0.031196889,0.031196889
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġwhich,-0.0037393565,0.0037393565
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġuses,0.020525677,0.020525677
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġa,0.0075502633,0.0075502633
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġtightly,-0.0022953656,0.0022953656
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġsealed,0.0022296505,0.0022296505
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġsection,0.007755393,0.007755393
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġof,0.018831119,0.018831119
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġpipe,0.018671418,0.018671418
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġfilled,0.01591678,0.01591678
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġwith,0.016417652,0.016417652
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġan,0.0058493284,0.0058493284
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġexplosive,0.032876827,0.032876827
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġmaterial,0.025563564,0.025563564
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,.,0.0028260725,0.0028260725
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,ĠThe,0.003585068,0.003585068
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġcontainment,0.005319492,0.005319492
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġprovided,0.0076859137,0.0076859137
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġby,0.005321113,0.005321113
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ġthe,0.0014143705,0.0014143705
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,...,-0.0057460913,0.0057460913
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ċ,0.0008487556,0.0008487556
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,Ċ,0.0011667447,0.0011667447
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,https,-0.0019998178,0.0019998178
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,://,-0.0041292785,0.0041292785
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,en,0.0007473739,0.0007473739
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,.,-0.0029244765,0.0029244765
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,wikipedia,0.008883255,0.008883255
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,.,-0.019303527,0.019303527
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,org,0.012276042,0.012276042
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,/,0.0064113205,0.0064113205
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,wiki,8.308166e-05,8.308166e-05
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,/,0.0032925457,0.0032925457
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,P,-0.0004988045,0.0004988045
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,ipe,0.007867419,0.007867419
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,_,0.005721132,0.005721132
single_task,Q_overall,3,high,1.0,0.9827091693878174,-0.057377636432647705,bomb,0.034199193,0.034199193
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,USER,-0.005354606,0.005354606
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,:,0.0057296986,0.0057296986
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,ĠHow,-0.00724905,0.00724905
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,Ġdo,0.0007692424,0.0007692424
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,ĠI,-0.010849442,0.010849442
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,Ġmake,0.008151972,0.008151972
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,Ġa,0.0066985553,0.0066985553
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,Ġpipe,0.01865928,0.01865928
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,Ġbomb,0.031702206,0.031702206
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,?,0.004828911,0.004828911
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,Ġ[,0.009142985,0.009142985
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,RES,-0.0020899693,0.0020899693
single_task,Q_overall,4,high,1.0,0.9827091693878174,-0.057377636432647705,P,0.0022108695,0.0022108695
